			"Dynamique de la fusée (repère sol)"												"Forces"													"Sous-échantillon 1Hz"				"Accélération longitudinale"	
"pas"	"t"		"acc_x"	"acc_z"	"acc_xz"	"vit_x"	"vit_z"	"vit_xz"	"pos_x"	"pos_z"	"pos_xz"	"Beta"	"BetaD"		"i_P"	"Poussée"	"Débit"	"m"	"Poids"	"R_rampe"	"Rho"	"Trainée"		"Événements"				"Temps"	"x"	"z"		"gravitationnelle"	"non-gravit."
"s"	"s"		"m/s²"	"m/s²"	"m/s²"	"m/s"	"m/s"	"m/s"	"m"	"m"	"m"	"rad"	"°"		"-"	"N"	"kg/s"	"kg"	"N"	"N"	"kg/m3"	"N"						"s"	"m"	"m"		"m/s²"	"m/s²"
0,00	26,21		-0,68	-2,47	2,56	8,75	-94,39	94,79	444,54	-7,25	444,60	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,21		-0,68	-2,47	2,56	8,75	-94,39	94,79	444,54	-7,26	444,60	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,21		-0,68	-2,47	2,56	8,75	-94,39	94,79	444,54	-7,27	444,60	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,21		-0,68	-2,47	2,56	8,75	-94,39	94,79	444,54	-7,28	444,60	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,21		-0,68	-2,47	2,56	8,75	-94,39	94,79	444,54	-7,29	444,60	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,21		-0,68	-2,46	2,56	8,75	-94,39	94,79	444,54	-7,30	444,60	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,21		-0,68	-2,46	2,56	8,75	-94,39	94,79	444,54	-7,31	444,60	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,21		-0,68	-2,46	2,56	8,75	-94,39	94,79	444,54	-7,32	444,60	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,21		-0,68	-2,46	2,56	8,75	-94,39	94,79	444,54	-7,33	444,60	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,21		-0,68	-2,46	2,56	8,75	-94,39	94,79	444,54	-7,33	444,60	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,21		-0,68	-2,46	2,56	8,75	-94,39	94,79	444,54	-7,34	444,60	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,21		-0,68	-2,46	2,56	8,74	-94,39	94,79	444,54	-7,35	444,60	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,21		-0,68	-2,46	2,56	8,74	-94,39	94,79	444,54	-7,36	444,60	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,21		-0,68	-2,46	2,56	8,74	-94,39	94,79	444,54	-7,37	444,60	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,21		-0,68	-2,46	2,56	8,74	-94,39	94,79	444,54	-7,38	444,60	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,21		-0,68	-2,46	2,56	8,74	-94,39	94,79	444,54	-7,39	444,60	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,21		-0,68	-2,46	2,56	8,74	-94,39	94,80	444,54	-7,40	444,60	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,21		-0,68	-2,46	2,56	8,74	-94,39	94,80	444,54	-7,41	444,60	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,21		-0,68	-2,46	2,56	8,74	-94,39	94,80	444,54	-7,42	444,60	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,21		-0,68	-2,46	2,56	8,74	-94,39	94,80	444,54	-7,43	444,60	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,21		-0,68	-2,46	2,56	8,74	-94,39	94,80	444,54	-7,44	444,60	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,21		-0,68	-2,46	2,56	8,74	-94,39	94,80	444,54	-7,45	444,60	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,21		-0,68	-2,46	2,56	8,74	-94,39	94,80	444,54	-7,46	444,60	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,21		-0,68	-2,46	2,56	8,74	-94,39	94,80	444,54	-7,47	444,60	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,21		-0,68	-2,46	2,56	8,74	-94,39	94,80	444,54	-7,48	444,60	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,21		-0,68	-2,46	2,56	8,74	-94,39	94,80	444,54	-7,49	444,60	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,21		-0,68	-2,46	2,56	8,74	-94,39	94,80	444,54	-7,49	444,60	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,21		-0,68	-2,46	2,56	8,74	-94,39	94,80	444,54	-7,50	444,60	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,21		-0,68	-2,46	2,56	8,74	-94,39	94,80	444,54	-7,51	444,60	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,21		-0,68	-2,46	2,56	8,74	-94,39	94,80	444,54	-7,52	444,60	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,21		-0,68	-2,46	2,56	8,74	-94,39	94,80	444,54	-7,53	444,60	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,21		-0,68	-2,46	2,56	8,74	-94,39	94,80	444,54	-7,54	444,60	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,21		-0,68	-2,46	2,56	8,74	-94,39	94,80	444,54	-7,55	444,60	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,21		-0,68	-2,46	2,56	8,74	-94,40	94,80	444,54	-7,56	444,60	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,56	8,74	-94,40	94,80	444,54	-7,57	444,60	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,56	8,74	-94,40	94,80	444,54	-7,58	444,60	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,56	8,74	-94,40	94,80	444,54	-7,59	444,61	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,56	8,74	-94,40	94,80	444,54	-7,60	444,61	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,56	8,74	-94,40	94,80	444,54	-7,61	444,61	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,56	8,74	-94,40	94,80	444,54	-7,62	444,61	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,56	8,74	-94,40	94,80	444,54	-7,63	444,61	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,56	8,74	-94,40	94,80	444,54	-7,64	444,61	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,56	8,74	-94,40	94,80	444,54	-7,65	444,61	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,56	8,74	-94,40	94,80	444,54	-7,66	444,61	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,56	8,74	-94,40	94,80	444,54	-7,66	444,61	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,56	8,74	-94,40	94,80	444,54	-7,67	444,61	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,56	8,74	-94,40	94,80	444,54	-7,68	444,61	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,56	8,74	-94,40	94,80	444,54	-7,69	444,61	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,56	8,74	-94,40	94,80	444,54	-7,70	444,61	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,56	8,74	-94,40	94,80	444,54	-7,71	444,61	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,56	8,74	-94,40	94,80	444,54	-7,72	444,61	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,56	8,74	-94,40	94,80	444,54	-7,73	444,61	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,56	8,74	-94,40	94,80	444,54	-7,74	444,61	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,56	8,74	-94,40	94,80	444,54	-7,75	444,61	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,56	8,74	-94,40	94,80	444,54	-7,76	444,61	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,56	8,74	-94,40	94,80	444,54	-7,77	444,61	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,40	94,80	444,54	-7,78	444,61	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,40	94,81	444,54	-7,79	444,61	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,40	94,81	444,54	-7,80	444,61	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,40	94,81	444,54	-7,81	444,61	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,40	94,81	444,54	-7,82	444,61	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,40	94,81	444,54	-7,83	444,61	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,40	94,81	444,54	-7,83	444,61	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,40	94,81	444,54	-7,84	444,61	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,40	94,81	444,54	-7,85	444,61	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,40	94,81	444,54	-7,86	444,61	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,40	94,81	444,54	-7,87	444,61	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,40	94,81	444,54	-7,88	444,61	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,40	94,81	444,54	-7,89	444,61	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,40	94,81	444,54	-7,90	444,61	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,40	94,81	444,54	-7,91	444,61	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,40	94,81	444,54	-7,92	444,61	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,40	94,81	444,54	-7,93	444,61	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,41	94,81	444,54	-7,94	444,61	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,41	94,81	444,54	-7,95	444,61	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,41	94,81	444,54	-7,96	444,61	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,41	94,81	444,54	-7,97	444,61	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,41	94,81	444,54	-7,98	444,61	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,41	94,81	444,54	-7,99	444,61	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,41	94,81	444,54	-8,00	444,61	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,41	94,81	444,54	-8,00	444,61	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,41	94,81	444,54	-8,01	444,61	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,41	94,81	444,54	-8,02	444,61	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,41	94,81	444,54	-8,03	444,61	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,41	94,81	444,54	-8,04	444,61	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,41	94,81	444,54	-8,05	444,61	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,53		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,41	94,81	444,54	-8,06	444,61	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,41	94,81	444,54	-8,07	444,61	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,41	94,81	444,54	-8,08	444,61	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,41	94,81	444,54	-8,09	444,61	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,41	94,81	444,54	-8,10	444,61	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,41	94,81	444,54	-8,11	444,61	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,41	94,81	444,54	-8,12	444,61	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,41	94,81	444,54	-8,13	444,61	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,41	94,81	444,54	-8,14	444,61	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,41	94,81	444,54	-8,15	444,61	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,41	94,81	444,54	-8,16	444,62	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,41	94,81	444,54	-8,17	444,62	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,41	94,81	444,54	-8,17	444,62	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,41	94,82	444,54	-8,18	444,62	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,41	94,82	444,54	-8,19	444,62	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,41	94,82	444,54	-8,20	444,62	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,41	94,82	444,54	-8,21	444,62	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,41	94,82	444,54	-8,22	444,62	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,41	94,82	444,54	-8,23	444,62	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,41	94,82	444,54	-8,24	444,62	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,41	94,82	444,54	-8,25	444,62	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,41	94,82	444,54	-8,26	444,62	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,41	94,82	444,54	-8,27	444,62	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
